entity,original_bucket,original_sub_type,original_unresolved_reason,phase8_match_status,phase8_match_type,phase8_match_category,phase8_confidence_label,phase8_confidence_score,description_overlap_score,selected_uniprot_accession,selected_uniprot_entry_name,selected_uniprot_organism,selected_uniprot_source_tier,selected_phytozome_code,selected_phytozome_gene_id,selected_phytozome_base_gene_id,selected_sequence_length,has_sequence,candidate_count,candidate_summary,notes,phase8_quality_flag,phase8_quality_notes
ADP-ribosylation factor,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q6ID97,Q6ID97_ARATH,ARATH,trembl,,,,,false,10,Q6ID97|Q6ID97_ARATH|ARATH|trembl(ov=1.00); Q9LFJ7|Q9LFJ7_ARATH|ARATH|trembl(ov=1.00); Q9M9N1|Q9M9N1_ARATH|ARATH|trembl(ov=1.00); Q9M1P5|Q9M1P5_ARATH|ARATH|trembl(ov=1.00); Q9LYJ3|Q9LYJ3_ARATH|ARATH|trembl(ov=1.00),"strong description match, single organism",generic_description_warning,generic_description_warning
ADP/ATP translocator,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q9FM86,ADT5_ARATH,ARATH,sprot,,,,,false,6,Q9FM86|ADT5_ARATH|ARATH|sprot(ov=1.00); P27080|ADT_CHLRE|CHLRE|sprot(ov=1.00); P25083|ADT1_SOLTU|SOLTU|sprot(ov=1.00); P31691|ADT_ORYSJ|ORYSJ|sprot(ov=1.00); P31167|ADT1_ARATH|ARATH|sprot(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
AdPDC,B,species_prefix_Ad,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_single_species_candidate,medium,50,,P28516,PDC1_MAIZE,MAIZE,sprot,,,,,false,1,P28516|PDC1_MAIZE|MAIZE|sprot,global symbol PDC: single organism MAIZE,ok,
AdPDC1,B,species_prefix_Ad,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,O82647,PDC1_ARATH,ARATH,sprot,,,,,false,6,O82647|PDC1_ARATH|ARATH|sprot; P28516|PDC1_MAIZE|MAIZE|sprot; A2Y5L9|PDC1_ORYSI|ORYSI|sprot; Q0DHF6|PDC1_ORYSJ|ORYSJ|sprot; P51850|PDC1_PEA|PEA|sprot,global symbol PDC1: 6 organisms (ambiguous),ok,
AdPDC2,B,species_prefix_Ad,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,Q9FFT4,PDC2_ARATH,ARATH,sprot,,,,,false,6,Q9FFT4|PDC2_ARATH|ARATH|sprot; Q05326|PDC2_MAIZE|MAIZE|sprot; A2XFI3|PDC2_ORYSI|ORYSI|sprot; Q10MW3|PDC2_ORYSJ|ORYSJ|sprot; P51851|PDC2_PEA|PEA|sprot,global symbol PDC2: 6 organisms (ambiguous),ok,
AeEGY3,B,species_prefix_Ae,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,Q9LMU1,EGY3_ARATH,ARATH,sprot,,,,,false,3,Q9LMU1|EGY3_ARATH|ARATH|sprot; A2XLM6|EGY3_ORYSI|ORYSI|sprot; Q851F9|EGY3_ORYSJ|ORYSJ|sprot,global symbol EGY3: 3 organisms (ambiguous),ok,
AeHSF,B,species_prefix_Ae,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,Q43457,Q43457_SOYBN,SOYBN,trembl,,,,,false,9,Q43457|Q43457_SOYBN|SOYBN|trembl; Q98RQ0|Q98RQ0_GUITH|GUITH|trembl; D4QAU8|D4QAU8_CARPA|CARPA|trembl; A0A650AVF7|A0A650AVF7_9MAGN|9MAGN|trembl; A0A0A7CBX4|A0A0A7CBX4_JATCU|JATCU|trembl,global symbol HSF: 7 organisms (ambiguous),ok,
AeHSFA1b,B,species_prefix_Ae,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_single_species_candidate,medium,50,,O81821,HFA1B_ARATH,ARATH,sprot,,,,,false,1,O81821|HFA1B_ARATH|ARATH|sprot,global symbol HSFA1b: single organism ARATH,ok,
AeHSFA2b,B,species_prefix_Ae,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_single_species_candidate,medium,50,,Q6VBB2,HFA2B_ORYSJ,ORYSJ,sprot,,,,,false,1,Q6VBB2|HFA2B_ORYSJ|ORYSJ|sprot,global symbol HSFA2b: single organism ORYSJ,ok,
AeHSFA6a,B,species_prefix_Ae,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,Q1PDN3,HFA6A_ARATH,ARATH,sprot,,,,,false,2,Q1PDN3|HFA6A_ARATH|ARATH|sprot; Q5Z6A4|HFA6A_ORYSJ|ORYSJ|sprot,global symbol HSFA6a: 2 organisms (ambiguous),ok,
AeRFS4,B,species_prefix_Ae,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_single_species_candidate,medium,50,,Q9SYJ4,RFS4_ARATH,ARATH,sprot,,,,,false,1,Q9SYJ4|RFS4_ARATH|ARATH|sprot,global symbol RFS4: single organism ARATH,ok,
AgCHLH,B,species_prefix_Ag,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,Q9FNB0,CHLH_ARATH,ARATH,sprot,,,,,false,3,Q9FNB0|CHLH_ARATH|ARATH|sprot; B8ANF1|CHLH_ORYSI|ORYSI|sprot; Q10M50|CHLH_ORYSJ|ORYSJ|sprot,global symbol CHLH: 3 organisms (ambiguous),ok,
AGG2 subunit,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q93V47,GG2_ARATH,ARATH,sprot,,,,,false,1,Q93V47|GG2_ARATH|ARATH|sprot(ov=1.00),"strong description match, single organism",generic_description_warning,generic_description_warning
AgHEMA,B,species_prefix_Ag,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_single_species_candidate,medium,50,,P42804,HEM11_ARATH,ARATH,sprot,,,,,false,1,P42804|HEM11_ARATH|ARATH|sprot,global symbol HEMA: single organism ARATH,ok,
AgHSF,B,species_prefix_Ag,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,Q43457,Q43457_SOYBN,SOYBN,trembl,,,,,false,9,Q43457|Q43457_SOYBN|SOYBN|trembl; Q98RQ0|Q98RQ0_GUITH|GUITH|trembl; D4QAU8|D4QAU8_CARPA|CARPA|trembl; A0A650AVF7|A0A650AVF7_9MAGN|9MAGN|trembl; A0A0A7CBX4|A0A0A7CBX4_JATCU|JATCU|trembl,global symbol HSF: 7 organisms (ambiguous),ok,
agmatine deiminase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,K3Y835,K3Y835_SETIT,SETIT,trembl,,,,,false,10,K3Y835|K3Y835_SETIT|SETIT|trembl(ov=1.00); I1IYM4|I1IYM4_BRADI|BRADI|trembl(ov=1.00); A0A0Q3PKS0|A0A0Q3PKS0_BRADI|BRADI|trembl(ov=1.00); I1MTB1|I1MTB1_SOYBN|SOYBN|trembl(ov=1.00); A0A804RLZ8|A0A804RLZ8_MAIZE|MAIZE|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",ok,
agmatine iminohydrolase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q8GWW7,AGUA_ARATH,ARATH,sprot,,,,,false,2,Q8GWW7|AGUA_ARATH|ARATH|sprot(ov=1.00); G7JT50|AGUA_MEDTR|MEDTR|sprot(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
AGPase small subunit gene,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,P55240,GLGS_MAIZE,MAIZE,sprot,,,,,false,5,P55240|GLGS_MAIZE|MAIZE|sprot(ov=1.00); P55228|GLGS_ARATH|ARATH|sprot(ov=1.00); Q9M462|GLGS_BRANA|BRANA|sprot(ov=1.00); P52416|GLGS1_VICFA|VICFA|sprot(ov=1.00); P52417|GLGS2_VICFA|VICFA|sprot(ov=1.00),"strong description match, 4 organisms (ambiguous)",generic_description_warning,generic_description_warning
AhAOC,B,species_prefix_Ah,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,A2XID3,AOC_ORYSI,ORYSI,sprot,,,,,false,2,A2XID3|AOC_ORYSI|ORYSI|sprot; Q75KD7|AOC_ORYSJ|ORYSJ|sprot,global symbol AOC: 2 organisms (ambiguous),ok,
AhAPX,B,species_prefix_Ah,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_single_species_candidate,medium,50,,Q42564,APX3_ARATH,ARATH,sprot,,,,,false,1,Q42564|APX3_ARATH|ARATH|sprot,global symbol APX: single organism ARATH,ok,
AhCaM,B,species_prefix_Ah,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,Q0JNS6,CALM1_ORYSJ,ORYSJ,sprot,,,,,false,6,Q0JNS6|CALM1_ORYSJ|ORYSJ|sprot; A2Y609|CALM2_ORYSI|ORYSI|sprot; Q6F332|CALM2_ORYSJ|ORYSJ|sprot; P93171|CALM_HELAN|HELAN|sprot; P62162|CALM_HORVU|HORVU|sprot,global symbol CaM: 5 organisms (ambiguous),ok,
AhSOD,B,species_prefix_Ah,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_multi_species_ambiguous,low,40,,P93258,SODC1_MESCR,MESCR,sprot,,,,,false,3,P93258|SODC1_MESCR|MESCR|sprot; O22668|SODC_PANGI|PANGI|sprot; Q9SM64|SODM_PRUPE|PRUPE|sprot,global symbol SOD: 3 organisms (ambiguous),ok,
AKINβγ protein kinase,D,descriptive_name,needs_description_matching,matched,description,description_partial_match,low,40,0.75,Q9CAR3,KINGL_ARATH,ARATH,sprot,,,,,false,4,Q9CAR3|KINGL_ARATH|ARATH|sprot(ov=0.75); Q84VQ1|KINB1_ARATH|ARATH|sprot(ov=0.75); Q9SCY5|KINB2_ARATH|ARATH|sprot(ov=0.75); B4FX20|B4FX20_MAIZE|MAIZE|trembl(ov=0.75),partial description match (coverage),ok,
Ala AT,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A8J9WRY6,A0A8J9WRY6_9CHLO,9CHLO,trembl,,,,,false,1,A0A8J9WRY6|A0A8J9WRY6_9CHLO|9CHLO|trembl(ov=1.00),"strong description match, single organism",broad_taxon_warning,broad_taxon_warning
ALA-AT,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A8J9WRY6,A0A8J9WRY6_9CHLO,9CHLO,trembl,,,,,false,1,A0A8J9WRY6|A0A8J9WRY6_9CHLO|9CHLO|trembl(ov=1.00),"strong description match, single organism",broad_taxon_warning,broad_taxon_warning
Alanine aminotransferase,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q9S7E9,GGT2_ARATH,ARATH,sprot,,,,,false,4,Q9S7E9|GGT2_ARATH|ARATH|sprot(ov=1.00); Q940M2|AGT21_ARATH|ARATH|sprot(ov=1.00); Q94AL9|AGT22_ARATH|ARATH|sprot(ov=1.00); Q9SR86|AGT23_ARATH|ARATH|sprot(ov=1.00),"strong description match, single organism",ok,
alanine aminotransferase 2,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q9S7E9,GGT2_ARATH,ARATH,sprot,,,,,false,4,Q9S7E9|GGT2_ARATH|ARATH|sprot(ov=1.00); Q940M2|AGT21_ARATH|ARATH|sprot(ov=1.00); Q94AL9|AGT22_ARATH|ARATH|sprot(ov=1.00); Q9SR86|AGT23_ARATH|ARATH|sprot(ov=1.00),"strong description match, single organism",ok,
alanine decarboxylase,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A2U1K9W0,A0A2U1K9W0_ARTAN,ARTAN,trembl,,,,,false,1,A0A2U1K9W0|A0A2U1K9W0_ARTAN|ARTAN|trembl(ov=1.00),"strong description match, single organism",ok,
alanine--glyoxylate aminotransferase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1AV12,M1AV12_SOLTU,SOLTU,trembl,,,,,false,10,M1AV12|M1AV12_SOLTU|SOLTU|trembl(ov=1.00); A0A3B6HTK2|A0A3B6HTK2_WHEAT|WHEAT|trembl(ov=1.00); A0AAD9XJW1|A0AAD9XJW1_9ROSI|9ROSI|trembl(ov=1.00); A0AAE0CLS9|A0AAE0CLS9_9ROSI|9ROSI|trembl(ov=1.00); A0AAD9U419|A0AAD9U419_9ROSI|9ROSI|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
Alanine-glyoxylate aminotransferase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1AV12,M1AV12_SOLTU,SOLTU,trembl,,,,,false,10,M1AV12|M1AV12_SOLTU|SOLTU|trembl(ov=1.00); A0A3B6HTK2|A0A3B6HTK2_WHEAT|WHEAT|trembl(ov=1.00); A0AAD9XJW1|A0AAD9XJW1_9ROSI|9ROSI|trembl(ov=1.00); A0AAE0CLS9|A0AAE0CLS9_9ROSI|9ROSI|trembl(ov=1.00); A0AAD9U419|A0AAD9U419_9ROSI|9ROSI|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
alanine-glyoxylate aminotransferase-2,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1AV12,M1AV12_SOLTU,SOLTU,trembl,,,,,false,10,M1AV12|M1AV12_SOLTU|SOLTU|trembl(ov=1.00); A0A3B6HTK2|A0A3B6HTK2_WHEAT|WHEAT|trembl(ov=1.00); A0AAD9XJW1|A0AAD9XJW1_9ROSI|9ROSI|trembl(ov=1.00); A0AAE0CLS9|A0AAE0CLS9_9ROSI|9ROSI|trembl(ov=1.00); A0AAD9U419|A0AAD9U419_9ROSI|9ROSI|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
alanine-glyoxylate transaminase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A8J4G2N8,A0A8J4G2N8_9CHLO,9CHLO,trembl,,,,,false,6,A0A8J4G2N8|A0A8J4G2N8_9CHLO|9CHLO|trembl(ov=1.00); A9RWB7|A9RWB7_PHYPA|PHYPA|trembl(ov=1.00); A0A6U9PY58|A0A6U9PY58_9CHLO|9CHLO|trembl(ov=1.00); A0A7S2RUD5|A0A7S2RUD5_9STRA|9STRA|trembl(ov=1.00); A0A061R515|A0A061R515_9CHLO|9CHLO|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
alanine/glyoxylate aminotransferase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1AV12,M1AV12_SOLTU,SOLTU,trembl,,,,,false,10,M1AV12|M1AV12_SOLTU|SOLTU|trembl(ov=1.00); A0A3B6HTK2|A0A3B6HTK2_WHEAT|WHEAT|trembl(ov=1.00); A0AAD9XJW1|A0AAD9XJW1_9ROSI|9ROSI|trembl(ov=1.00); A0AAE0CLS9|A0AAE0CLS9_9ROSI|9ROSI|trembl(ov=1.00); A0AAD9U419|A0AAD9U419_9ROSI|9ROSI|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
alcohol dehydrogenases,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,K8EGZ0,K8EGZ0_9CHLO,9CHLO,trembl,,,,,false,1,K8EGZ0|K8EGZ0_9CHLO|9CHLO|trembl(ov=1.00),"strong description match, single organism",broad_taxon_warning,broad_taxon_warning
alcohol-forming fatty acyl reductase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A3P6G879,A0A3P6G879_BRAOL,BRAOL,trembl,,,,,false,7,A0A3P6G879|A0A3P6G879_BRAOL|BRAOL|trembl(ov=1.00); A0A660KTU1|A0A660KTU1_9ROSI|9ROSI|trembl(ov=1.00); A0A7S1V1M4|A0A7S1V1M4_9STRA|9STRA|trembl(ov=1.00); A0A7S2B5E4|A0A7S2B5E4_9CHLO|9CHLO|trembl(ov=1.00); A0A7S4ML48|A0A7S4ML48_9EUKA|9EUKA|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",ok,
alcohol-forming fatty acyl reductases,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,0.8,A0A3P6G879,A0A3P6G879_BRAOL,BRAOL,trembl,,,,,false,7,A0A3P6G879|A0A3P6G879_BRAOL|BRAOL|trembl(ov=0.80); A0A660KTU1|A0A660KTU1_9ROSI|9ROSI|trembl(ov=0.80); A0A7S1V1M4|A0A7S1V1M4_9STRA|9STRA|trembl(ov=0.80); A0A7S2B5E4|A0A7S2B5E4_9CHLO|9CHLO|trembl(ov=0.80); A0A7S4ML48|A0A7S4ML48_9EUKA|9EUKA|trembl(ov=0.80),"strong description match, 5 organisms (ambiguous)",ok,
